Carimbo de data/hora,A qual instituição você está filiado hoje?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,"Em qual instituição você concluiu sua graduação? (Insira a sigla, ex: UFPR, UNIOESTE, PUCPR, UEM, UEL, etc.)",De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",A qual turma da disciplina você pertence?,Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou:,Sexo,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Você mora,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante para ir para Universidade?,"Em média, quanto tempo você demora para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?"
13/03/2020 10:41:3721,E,ET - Exatas,ASX,Ciências Humanas,2019,UNISOCIESC,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,0,Não,"R, Minitab, Statistica, SPSS, Excel, Matlab",Definitivamente não,6,Conseguir um emprego.,Por ex-alunos da Disciplina,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,169,69,01/02/1997,Trabalho por contrato,Com os pais,5,Outro Estado,Não,Bicicleta,40,5,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,43,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3740,GFH,AG - Agrárias,YG,Ciências Humanas,2017,PUCPR,"PET, Monitoria",,,,0,Não,1,1,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Por colegas,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,169,69,03/10/1993,Bolsista em tempo integral,Com outros familiares,2,Outro País,B (carro),Carro/moto próprio,45,0,Não possuo,Violão,"Facebook, Instagram",48,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3759,HG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2017,PUCPR,"PET, Monitoria",,,,0,CAPES,1,1,Sim,ASFDAF,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,ASFA,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,68,15/01/1987,PKLFA,Com amigos,2,Curitiba,B (carro),Carro/moto próprio,45,0,Não possuo,Violão,"Facebook, Instagram",48,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3778,FJHGJH,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2012,UNIVERSIDADE ESTADUAL DE MARINGÁ ,"PET, Monitoria",2017,2019,UFPR,0,Não,1,1,Sim,AFFHG,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FS,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,193,88,28/05/1990,ASFA,Com o namorado(a)/noivo(a)/cônjuge,3,Região metropolitana,A e B (moto e carro),A pé,30,1,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",39,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3797,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2013,UFPR,"PET, Monitoria",2018,,UFPR,1,CAPES,1,1,Sim,HKFFH,Não sei ainda,8,AASFASF,FSAA,Sim,Presencial,Não,Não,Totalmente em escola particular,ASFAF,Masculino,161,53,24/03/1990,FE,"Pensão, quarto alugado ou algo similar",3,Curitiba,A e B (moto e carro),A pé,5,1,"Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",57,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3816,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,1999,UNIPAR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,1,CNPQ,0,1,Sim,EDCS,Definitivamente não,10,JHGF,SF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,165,63,21/07/1969,GDF,Sozinho,1,Interior do Paraná,A e B (moto e carro),Carro/moto próprio,10,1,"Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3835,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Humanas,1990,UFPA,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,UFPR,0,LACTEC,1,2,Sim,Excel,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,AF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,151,65,10/12/1967,Trabalho ocasional,Com os pais,1,Curitiba,B (carro),Transporte público,20,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3854,UFPR,AG - Agrárias,Mestrado Profissional,Ciências Exatas,2006,Universidade Estadual do Centro-Oeste/UNICENTRO,"Iniciação científica, PET, Monitoria, Empresa Júnior",2013,2015,Universidade Estadual do Centro-Oeste/UNICENTRO,1,SIMEPAR,0,13,Não,Excel,Não sei ainda,10,Conseguir um emprego.,AF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,170,75,23/04/1982,Trabalho por contrato,Com amigos,3,Região metropolitana,A (moto),Carro/moto próprio,20,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3873,UEL,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2006,FACULDADE DE DIREITO DE CURITIBA,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",2007,2009,UFPR,3,Fundação Araucária,0,0,Não,Excel,Definitivamente não,8,Conseguir um emprego.,FAF,Não,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,166,66,11/06/1984,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Interior do Paraná,B (carro),Carro/moto próprio,45,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",42,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3892,UEM,ET - Exatas,Pós-Doutorado,Ciências Exatas,2011,Universidade da Havana,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2016,2018,UFPR,0,Não,1,6,Sim,Excel,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,FF,Não,Presencial,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,162,56,09/03/2019,Trabalho ocasional,Com outros familiares,1,Outro Estado,Não,A pé,20,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,69,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3911,UEPG,AG - Agrárias,Professor,Ciências Exatas,2005,PUCPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",2011,2013,UFPR,27,Não,1,1,Sim,"R, SAS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,163,65,05/04/1981,Trabalho por contrato,Com amigos,2,Outro País,B (carro),Carro/moto próprio,40,2,Não possuo,Violão,"Facebook, Instagram",40,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:3930,UNIOESTE,ET - Exatas,FGH,Ciências Exatas,2003,UFPR,AJKSFHAKF,2012,2014,UFPR,3,Não,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Presencial,Não,Sim,Totalmente em escola particular,ASFAF,Masculino,163,57,15/12/1977,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge,1,Curitiba,B (carro),Carro/moto próprio,30,2,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",53,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3949,UNICENTRO,AG - Agrárias,JHG,Ciências Humanas,2018,UFPR,ASFDASF,2020,,UFPR,4,CAPES,2,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Não sei ainda,10,AASFASF,Site da UFPR ou instituição de origem,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,173,84,23/11/1969,PKLFA,"Pensão, quarto alugado ou algo similar",2,Região metropolitana,B (carro),Carro/moto próprio,20,10,"Tartaruga, Coelho",Violão,"Facebook, Instagram",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3968,UENP,BL - Ciências Biológicas,WS,Ciências Humanas,2016,UFPR,HGJJHGJ,,,,0,CAPES,2,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Definitivamente não,10,JHGF,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,174,78,02/07/1994,ASFA,Sozinho,2,Curitiba,B (carro),Carona com amigos,30,10,"Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:3987,UNILA,ET - Exatas,LK,Ciências Exatas,2016,CENTRO UNIVERSITARIO CLARETIANO,ERSFS,2019,2020,UFPR,0,Não,1,0,Sim,"R, SAS, Minitab, Statistica, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Sim,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,179,121,07/07/1993,FE,Com os pais,5,Interior do Paraná,B (carro),Carro/moto próprio,10,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4006,IFPR,AG - Agrárias,ASX,Ciências Biológicas,2020,Centro Universitario Campos de Andrade - UNIANDRADE,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,1,CAPES,1,0,Não,"R, SAS, Minitab, SPSS, Excel, Matlab",Não sei ainda,7,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,160,59,08/08/1954,GDF,Com amigos,2,Curitiba,B (carro),Transporte público,60,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",47,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4025,UTFPR,ET - Exatas,YG,Ciências Exatas,2010,UFPR,"PET, Monitoria",,,,1,Não,1,0,Sim,"R, SAS, Statistica, SPSS, Excel, Matlab",Definitivamente não,10,Conseguir um emprego.,Pelo(a) orientador(a),Não,Presencial,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,162,78,04/08/1985,Trabalho ocasional,Com os pais,2,Região metropolitana,A e B (moto e carro),A pé,15,3,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4044,UFPR,"AC - Artes, Comunicação e Design",Mestrado Acadêmico,Ciências Exatas,2013,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2007,2009,UFPR,4,CAPES,0,12,Não,"R, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Não,Remota,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,150,50,12/03/1989,Trabalho por contrato,Com outros familiares,2,Interior do Paraná,B (carro),Carro/moto próprio,20,4,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",28,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4063,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Exatas,2010,Isulpar ,"Iniciação científica, PET, Monitoria, Projeto de extensão",,,,1,CNPQ,1,0,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Presencial,Não,Não,Totalmente em escola pública,ASFAF,Masculino,167,68,24/02/1983,Trabalho com carteira assinada/Vínculo Formal,Com amigos,1,Outro Estado,B (carro),Carro/moto próprio,90,0,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo",Facebook,33,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4082,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Humanas,2019,UFPR,"Iniciação científica, PET, Monitoria, Empresa Júnior",2015,2017,Instituto Nacional de Pesquisas da Amazônia,7,LACTEC,3,4,Sim,ASFDAF,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,ASFA,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,173,63,26/10/1996,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge,1,Outro País,B (carro),Carro/moto próprio,5,2,"Cachorro, Gato, Pássaro, Peixe",Violão,"Facebook, Instagram",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4101,UFPR,SA - Sociais Aplicadas,Doutorado,Ciências Humanas,2014,USP ,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",,,,2,SIMEPAR,2,0,Sim,AFFHG,Não sei ainda,8,AASFASF,FS,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,189,90,28/06/1992,Trabalho por contrato,"Pensão, quarto alugado ou algo similar",4,Curitiba,A e B (moto e carro),Carro/moto próprio,20,4,"Tartaruga, Coelho",Violão,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4120,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2012,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,Fundação Araucária,2,0,Sim,HKFFH,Definitivamente não,8,JHGF,FSAA,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,186,70,28/08/1987,Bolsista em tempo integral,Sozinho,1,Região metropolitana,B (carro),Carro/moto próprio,40,4,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4139,UFPR,JD - Jurídicas,Mestrado Acadêmico,Ciências Biológicas,2006,Unipar de Umuarama,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,2,Não,0,2,Sim,EDCS,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,SF,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,178,78,11/09/1982,PKLFA,Com os pais,1,Curitiba,A (moto),A pé,15,2,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",40,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4158,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Exatas,2017,UTP,"PET, Monitoria",,,,0,Não,0,0,Não,Excel,Não sei ainda,7,Conseguir um emprego.,AF,Não,Presencial,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,167,62,07/08/1991,ASFA,Com amigos,1,Interior do Paraná,B (carro),Transporte público,60,4,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4177,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Exatas,2009,Unicamp,"PET, Monitoria",2015,2017,UFPR,0,Não,1,0,Sim,Excel,Definitivamente não,9,Conseguir um emprego.,AF,Não,Remota,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,178,105,01/07/1986,FE,Com os pais,1,Curitiba,B (carro),Transporte público,40,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",47,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4196,UFPR,CT - Ciências da Terra,Mestrado Profissional,Ciências Exatas,2017,UFPR,"PET, Monitoria",,,,1,CAPES,2,0,Sim,Excel,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,FAF,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,161,57,11/10/1991,GDF,Com outros familiares,2,Região metropolitana,B (carro),Carro/moto próprio,20,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4215,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Humanas,2017,PUCPR,"PET, Monitoria",,,,3,CAPES,0,0,Sim,Excel,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FF,Não,Presencial,Não,Sim,Totalmente em escola particular,F,Masculino,167,56,21/11/1985,Trabalho ocasional,Com amigos,0,Interior do Paraná,B (carro),Carro/moto próprio,20,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4234,UFPR,ED - Educação,Pós-Doutorado,Ciências Humanas,2014,UFPR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,2020,UFPR,0,Não,0,5,Sim,"R, SAS, Excel",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",F,Feminino,163,64,16/03/1988,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge,3,Outro Estado,Não,Bicicleta,5,2,"Cachorro, Gato, Pássaro, Peixe","Violão, Guitarra, Teclado, Contrabaixo",Facebook,43,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4253,UFPR,SL - Litoral,Professor,Ciências Exatas,2015,Católica de Santa Catarina,"Iniciação científica, PET, Monitoria, Projeto de extensão",,2021,UFPR,1,CAPES,1,0,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel, Matlab",Não sei ainda,10,AASFASF,Site da UFPR ou instituição de origem,Sim,Remota,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,80,08/12/1993,Trabalho com carteira assinada/Vínculo Formal,"Pensão, quarto alugado ou algo similar",1,Outro País,A (moto),Carro/moto próprio,40,0,"Tartaruga, Coelho",Violão,"Facebook, Instagram",50,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4272,UFPR,SP - Palotina,FGH,Ciências Biológicas,2013,universidade federal do espírito santo,"Iniciação científica, PET, Monitoria, Empresa Júnior",,,,1,Não,2,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Excel",Definitivamente não,10,JHGF,Site da UFPR ou instituição de origem,Não,Remota,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,163,60,23/02/1987,Trabalho ocasional,Sozinho,1,Curitiba,A e B (moto e carro),A pé,10,12,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",42,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4291,UFPR,TC - Tecnologia,JHG,Ciências Exatas,2018,UEPG,"Iniciação científica, PET, Projeto de extensão, Empresa Júnior",2016,2018,UEPG,15,CAPES,1,1,Sim,"R, SAS, Minitab, Statistica, SPSS, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,160,65,08/12/1993,Trabalho por contrato,Com os pais,3,Região metropolitana,B (carro),Bicicleta,25,4,Não possuo,Violão,"Facebook, Instagram",65,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4310,ADFSA,ET - Exatas,WS,Ciências Exatas,2017,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2014,2015,UFPR,1,CNPQ,0,1,Não,"R, SAS, Minitab, Statistica, Excel, Matlab",Não sei ainda,10,Conseguir um emprego.,Por alguma outra mídia social da UFPR,Não,Remota,Não,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,166,63,03/06/1990,Bolsista em tempo integral,Com amigos,4,Curitiba,A e B (moto e carro),Transporte público,30,2,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",50,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4329,ASFDA,AG - Agrárias,LK,Ciências Exatas,2016,UFPR,"PET, Monitoria, Projeto de extensão, Empresa Júnior",,2021,UFPR,0,LACTEC,1,0,Não,"R, SAS, Minitab, SPSS, Excel, Matlab",Definitivamente não,9,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Presencial,Não,Não,"Parte em escola pública, parte em particular",ASFAF,Feminino,162,70,29/11/1993,PKLFA,Com os pais,0,Interior do Paraná,B (carro),Carro/moto próprio,10,4,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",40,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4348,E,ET - Exatas,ASX,Ciências Humanas,2005,Tuiuti,AJKSFHAKF,,,,0,SIMEPAR,1,0,Não,"R, SAS, Statistica, SPSS, Excel, Matlab",Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Pelo(a) orientador(a),Não,Presencial,Não,Não,Totalmente em escola pública,F,Masculino,162,85,15/01/1984,ASFA,Com outros familiares,0,Curitiba,Não,Transporte público,40,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",42,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4367,GFH,AG - Agrárias,YG,Ciências Humanas,2007,UFRA,ASFDASF,2017,2019,UDESC,0,Fundação Araucária,2,3,Sim,"R, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Presencial,Não,Não,Totalmente em escola particular,F,Masculino,176,75,25/02/1980,FE,Com amigos,0,Região metropolitana,Não,A pé,25,4,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",46,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4386,HG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2017,UFPR,HGJJHGJ,2012,2014,UFPR,0,Não,1,1,Sim,"SAS, Minitab, Statistica, SPSS, Excel, Matlab",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Remota,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,171,79,12/11/1994,GDF,Com o namorado(a)/noivo(a)/cônjuge,1,Interior do Paraná,B (carro),Carro/moto próprio,25,1,"Cachorro, Gato, Pássaro, Peixe",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",52,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4405,FJHGJH,ET - Exatas,Mestrado Acadêmico,Ciências Biológicas,2017,Puc PR,ERSFS,,,,0,Não,1,3,Não,ASFDAF,Não sei ainda,7,AASFASF,ASFA,Não,Remota,Sim,Sim,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,68,25/06/1992,Trabalho ocasional,"Pensão, quarto alugado ou algo similar",2,Outro Estado,B (carro),Táxi/Aplicativo,20,10,"Tartaruga, Coelho","Violão, Guitarra, Teclado, Contrabaixo",Facebook,48,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4424,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2001,UFPR,"ASFAF, Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,0,Não,2,4,Sim,AFFHG,Definitivamente não,8,JHGF,FS,Não,Presencial,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,158,55,22/12/1978,Trabalho por contrato,Sozinho,1,Outro País,A e B (moto e carro),Carro/moto próprio,40,0,"Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",45,B se chama Bouba e A se chama Kiki.
13/03/2020 10:41:4443,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Humanas,1999,UTFPR,"PET, Monitoria",,2019,,0,CAPES,1,3,Não,HKFFH,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,FSAA,Não,Remota,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,159,85,14/08/1975,Trabalho com carteira assinada/Vínculo Formal,Com os pais,3,Curitiba,B (carro),Carona com amigos,30,2,Não possuo,Violão,"Facebook, Instagram",60,A se chama Bouba e B se chama Kiki.
13/03/2020 10:41:4462,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Humanas,2014,PUC PR,"Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",2006,2008,UFPR,1,CAPES,1,1,Sim,EDCS,Não sei ainda,9,Conseguir um emprego.,SF,Sim,Presencial,Não,Não,Totalmente em escola particular,ASFAF,Masculino,170,62,21/02/1991,Trabalho ocasional,Com amigos,1,Região metropolitana,B (carro),Carro/moto próprio,15,0,"Cachorro, Gato, Pássaro, Peixe, Tartaruga, Coelho",Violão,"Facebook, Instagram",65,B se chama Bouba e A se chama Kiki.
